age,gender,race,city,state,signs_of_mental_illness,threat_level,flee,body_camera,arms_category,Year
25,M,White,Commerce,GA,False,other,Not fleeing,False,No Letal,2016
35,M,White,Ogden,UT,True,attack,Not fleeing,False,No Letal,2016
31,M,White,Elizabethton,TN,False,attack,Not fleeing,False,Letal,2016
30,M,Hispanic,Anaheim,CA,False,attack,Car,True,Letal,2016
23,M,Hispanic,Albuquerque,NM,False,attack,Foot,False,Letal,2016
41,M,Black,Lakewood,WA,False,attack,Car,False,Letal,2016
45,M,White,Iuka,MS,True,attack,Not fleeing,False,Letal,2016
46,M,Black,Seattle,WA,False,other,Not fleeing,False,No Letal,2016
36,F,Native,Phoenix,AZ,True,attack,Foot,False,Letal,2016
31,F,Black,Inglewood,CA,False,other,Not fleeing,False,Letal,2016
32,M,Black,Inglewood,CA,False,other,Not fleeing,False,No Letal,2016
38,F,Native,Houston,AK,False,attack,Not fleeing,False,Letal,2016
33,M,Hispanic,Denver,CO,False,attack,Other,False,Letal,2016
45,M,White,Bakersfield,CA,False,attack,Not fleeing,False,No Letal,2016
38,M,White,Mission,TX,True,other,Car,False,No Letal,2016
22,M,White,Fairborn,OH,False,other,Not fleeing,False,No Letal,2016
48,M,Black,Baton Rouge,LA,True,attack,Not fleeing,False,No Letal,2016
36,M,Hispanic,Ripon,CA,False,other,Other,False,Letal,2016
26,M,White,Phoenix,AZ,True,attack,Not fleeing,False,Letal,2016
39,M,Hispanic,Houston,TX,True,attack,Not fleeing,False,No Letal,2016
16,M,White,Blue Springs,MO,True,other,Not fleeing,False,No Letal,2016
58,M,White,Bailey,CO,True,attack,Not fleeing,False,Letal,2016
27,M,Hispanic,Phoenix,AZ,False,other,Car,False,No Letal,2016
26,M,Hispanic,Cerritos,CA,False,attack,Not fleeing,False,No Letal,2016
21,M,Black,East Troy,WI,False,other,Car,False,Unarmed,2016
37,M,White,Evans,CO,False,attack,Foot,True,Letal,2016
56,M,Black,Montgomery,AL,False,undetermined,Not fleeing,True,No Letal,2016
19,M,White,Silver Springs,NV,False,attack,Not fleeing,True,Letal,2016
38,M,Black,Hesston,KS,True,attack,Not fleeing,False,Letal,2016
18,M,Black,Roanoke,VA,True,other,Not fleeing,False,No Letal,2016
35,M,White,Rapid Valley,SD,False,attack,Not fleeing,False,Unarmed,2016
23,M,Hispanic,San Antonio,TX,False,attack,Car,True,Letal,2016
41,M,White,Ashville,AL,False,attack,Not fleeing,False,Letal,2016
44,M,White,Rapid City,SD,True,attack,Not fleeing,False,Letal,2016
24,M,Black,Raleigh,NC,False,attack,Foot,False,Letal,2016
39,M,Hispanic,Palm Bay,FL,True,attack,Not fleeing,False,Letal,2016
22,M,Hispanic,Euless,TX,True,attack,Not fleeing,False,Letal,2016
37,M,White,Gautier,MS,False,attack,Not fleeing,False,Letal,2016
36,M,White,Bel Air,MD,True,other,Not fleeing,False,Unarmed,2016
41,M,White,Johnstown,PA,False,other,Not fleeing,False,No Letal,2016
27,M,Hispanic,Gilbert,AZ,False,other,Car,False,No Letal,2016
30,M,White,East Bernstadt,KY,False,undetermined,Not fleeing,False,Unarmed,2016
34,M,White,Cheektowaga,NY,True,attack,Not fleeing,False,Letal,2016
22,M,White,Beaumont,TX,True,other,Not fleeing,False,Letal,2016
51,M,White,Azle,TX,True,attack,Not fleeing,False,Letal,2016
42,M,White,Bismarck,ND,False,other,Foot,False,Unarmed,2016
41,M,Hispanic,South Gate,CA,False,attack,Other,False,Letal,2016
49,M,White,Rochester,NY,True,attack,Not fleeing,False,Letal,2016
45,M,White,San Jose,CA,False,other,Not fleeing,False,No Letal,2016
45,M,White,Topeka,KS,False,undetermined,Not fleeing,False,No Letal,2016
42,M,White,Billings,MT,False,attack,Not fleeing,False,Letal,2016
41,M,Hispanic,Carlsbad,NM,False,other,Car,False,No Letal,2016
27,M,White,Tampa,FL,True,attack,Not fleeing,False,No Letal,2016
37,M,White,Biloxi,MS,False,other,Not fleeing,False,No Letal,2016
22,M,Black,Reno,NV,True,attack,Foot,False,No Letal,2016
21,M,Hispanic,Long Beach,CA,False,other,Foot,False,Letal,2016
50,M,White,Odessa,TX,True,attack,Not fleeing,False,Letal,2016
23,M,Hispanic,Colorado City,CO,False,attack,Car,False,No Letal,2016
25,M,Black,Norfolk,VA,False,attack,Not fleeing,True,Letal,2016
51,M,White,Rosalia,KS,True,attack,Not fleeing,True,Letal,2016
46,M,White,Clinton,IL,True,other,Not fleeing,False,No Letal,2016
23,M,Hispanic,Newark,CA,False,attack,Foot,False,Letal,2016
43,M,White,Greensboro,NC,True,attack,Not fleeing,True,Letal,2016
37,M,Black,Houston,TX,False,other,Foot,False,Unarmed,2016
20,M,Black,Houston,TX,False,attack,Not fleeing,False,No Letal,2016
45,M,White,Glendale,CA,True,attack,Car,False,No Letal,2016
16,M,Hispanic,Addison,TX,False,undetermined,Car,False,Unarmed,2016
30,M,White,Lenoir City,TN,False,other,Car,True,Unarmed,2016
26,M,White,Piedmont,AL,False,attack,Car,False,Letal,2016
24,M,Black,Chester,PA,False,attack,Not fleeing,False,Letal,2016
38,F,White,Vancouver,WA,True,attack,Not fleeing,False,No Letal,2016
28,M,Black,Landover,MD,False,other,Not fleeing,False,Letal,2016
29,M,Black,Chicago,IL,False,attack,Foot,False,Letal,2016
34,M,White,Russellville,KY,False,other,Foot,False,Letal,2016
38,M,White,Evansville,IN,False,other,Car,True,No Letal,2016
43,M,White,Fort Worth,TX,False,other,Other,True,Letal,2016
23,M,Hispanic,Florence,CA,True,other,Not fleeing,False,Unarmed,2016
33,M,Hispanic,San Antonio,TX,True,attack,Not fleeing,False,Letal,2016
40,M,White,Anson County,NC,True,attack,Not fleeing,False,Letal,2016
38,M,Asian,Burnsville,MN,True,other,Not fleeing,True,Letal,2016
53,M,Asian,Tampa,FL,False,attack,Not fleeing,False,Letal,2016
29,M,Black,Houston,TX,False,attack,Other,False,Letal,2016
30,M,Black,Houston,TX,False,attack,Not fleeing,False,Letal,2016
60,M,White,Idaho Falls,ID,False,other,Not fleeing,False,Letal,2016
25,F,Black,Norfolk,VA,False,attack,Not fleeing,False,No Letal,2016
24,M,White,Covington,LA,False,undetermined,Car,False,No Letal,2016
21,M,Black,Chicago,IL,False,attack,Foot,False,Letal,2016
23,M,White,White Plains,KY,False,attack,Other,False,Letal,2016
61,M,White,Hopewell,VA,True,other,Not fleeing,True,No Letal,2016
54,M,White,Fort Littleton,PA,False,attack,Other,False,Letal,2016
62,M,Hispanic,Fort Wayne,IN,False,attack,Foot,False,Letal,2016
16,M,Black,Gainesville,FL,True,other,Not fleeing,False,No Letal,2016
25,M,White,Stamford,CT,True,attack,Not fleeing,False,No Letal,2016
28,M,White,South Greensburg,PA,True,attack,Car,False,Letal,2016
76,M,White,Burlington,VT,True,other,Not fleeing,True,No Letal,2016
25,M,Hispanic,Miami,FL,True,other,Not fleeing,False,No Letal,2016
33,M,White,Fredericksburg,VA,False,attack,Other,True,No Letal,2016
51,M,White,Thornton,CO,False,attack,Not fleeing,False,Letal,2016
34,M,Hispanic,Fresno,CA,False,attack,Foot,True,Letal,2016
30,M,Black,Raleigh,TN,True,attack,Not fleeing,False,Letal,2016
44,M,White,Braintree,MA,False,other,Foot,False,No Letal,2016
24,M,Black,Pawtucket,RI,False,attack,Foot,False,No Letal,2016
29,M,White,Redlands,CA,False,attack,Not fleeing,False,Letal,2016
48,M,Hispanic,Pueblo,CO,False,other,Not fleeing,True,No Letal,2016
19,M,Hispanic,Pueblo of Laguna,NM,False,attack,Not fleeing,True,Letal,2016
22,M,Black,Blue Springs,MO,False,attack,Not fleeing,False,Letal,2016
39,M,Hispanic,Lowell,MA,True,other,Not fleeing,False,No Letal,2016
36,M,White,Grundy,VA,True,other,Not fleeing,False,Letal,2016
55,M,White,Myrtle Beach,SC,False,attack,Not fleeing,True,Letal,2016
46,M,White,Tampa,FL,True,attack,Not fleeing,False,Letal,2016
34,M,White,Lee's Summit,MO,True,other,Not fleeing,False,No Letal,2016
27,F,Native,Winslow,AZ,False,other,Not fleeing,True,No Letal,2016
33,M,White,Roswell,NM,True,attack,Not fleeing,True,Letal,2016
18,M,Black,Kinston,NC,False,other,Not fleeing,False,Letal,2016
33,M,White,Splendora,TX,True,attack,Not fleeing,False,Letal,2016
51,M,White,Piedmont,SC,True,attack,Not fleeing,False,Letal,2016
50,F,White,Aitkin,MN,True,attack,Not fleeing,False,Letal,2016
46,M,White,Clearlake Park,CA,False,attack,Not fleeing,True,No Letal,2016
33,M,White,Los Angeles,CA,False,attack,Foot,False,Letal,2016
25,M,Hispanic,Glendale,AZ,False,undetermined,Not fleeing,False,Letal,2016
52,M,White,Jackson,GA,False,attack,Not fleeing,False,Letal,2016
18,M,Black,Baltimore,MD,False,attack,Not fleeing,False,Letal,2016
43,M,Black,Baltimore,MD,False,attack,Not fleeing,False,Letal,2016
34,M,Black,Richmond,VA,False,attack,Not fleeing,False,Letal,2016
31,M,Black,Las Vegas,NV,False,attack,Foot,True,Letal,2016
65,M,Hispanic,Lockhart,TX,True,undetermined,Not fleeing,False,No Letal,2016
37,M,Hispanic,Odessa,TX,False,attack,Not fleeing,False,Letal,2016
30,M,Black,Indianapolis,IN,False,attack,Not fleeing,False,Letal,2016
36,F,White,Macon County,AL,True,other,Not fleeing,True,No Letal,2016
25,M,White,Austin,TX,False,attack,Foot,False,Letal,2016
69,M,White,Eau Claire,WI,False,attack,Not fleeing,False,No Letal,2016
48,M,White,Raceland,LA,False,undetermined,Other,False,No Letal,2016
50,M,Hispanic,Minneapolis,MN,True,attack,Not fleeing,False,No Letal,2016
52,M,White,West Springfield,MA,True,other,Not fleeing,False,No Letal,2016
44,M,Black,Indianapolis,IN,False,attack,Not fleeing,True,Unarmed,2016
60,M,White,Oak Hill,OH,False,other,Not fleeing,False,No Letal,2016
40,F,Black,Gallatin,TN,False,attack,Not fleeing,True,No Letal,2016
20,M,Hispanic,Sylmar,CA,True,attack,Not fleeing,False,No Letal,2016
45,M,Hispanic,San Francisco,CA,False,other,Not fleeing,False,No Letal,2016
44,M,White,Omaha,NE,False,attack,Not fleeing,False,No Letal,2016
40,M,Black,Sacramento,CA,True,other,Foot,False,No Letal,2016
25,F,White,Lake Hallie,WI,True,other,Not fleeing,False,No Letal,2016
43,M,Black,Kentwood,MI,False,other,Not fleeing,True,No Letal,2016
27,M,Black,New Brunswick,NJ,False,attack,Foot,False,Letal,2016
19,M,Black,Philadelphia,PA,False,attack,Foot,False,Letal,2016
39,M,White,Modesto,CA,False,other,Car,False,Letal,2016
30,M,White,Rotterdam,NY,True,attack,Not fleeing,False,No Letal,2016
28,M,Hispanic,Los Angeles,CA,False,attack,Not fleeing,False,No Letal,2016
22,M,Hispanic,Las Vegas,NV,False,attack,Not fleeing,False,Letal,2016
16,M,Black,Chicago,IL,False,attack,Foot,False,Letal,2016
40,M,White,Denver,CO,False,other,Car,False,Unarmed,2016
38,M,Hispanic,Benton,IL,False,attack,Car,False,Letal,2016
20,M,White,Noma,FL,False,other,Car,True,No Letal,2016
35,M,Black,Stockton,CA,False,attack,Not fleeing,False,No Letal,2016
52,M,White,Llano,TX,False,attack,Not fleeing,False,Letal,2016
26,M,White,Sparta,TN,False,attack,Car,False,Letal,2016
54,M,White,McPherson,KS,True,attack,Not fleeing,False,Unarmed,2016
38,M,Hispanic,Lake Elsinore,CA,False,other,Not fleeing,False,No Letal,2016
52,M,White,Cache,OK,True,attack,Not fleeing,False,Letal,2016
26,M,White,Muncie,IN,False,attack,Foot,True,No Letal,2016
53,M,White,Antioch,IL,False,attack,Not fleeing,False,Letal,2016
35,F,Black,Dayton,OH,False,other,Car,False,Letal,2016
22,M,White,El Paso,TX,True,other,Not fleeing,False,Unarmed,2016
31,M,Black,Vineland,NJ,False,attack,Foot,False,Letal,2016
32,M,Black,New York,NY,False,attack,Foot,False,Letal,2016
37,M,Black,Troy,NY,False,attack,Car,False,No Letal,2016
28,M,Black,Greenbelt,MD,False,attack,Not fleeing,False,Letal,2016
18,M,Black,Mableton,GA,False,attack,Not fleeing,False,Letal,2016
41,M,Asian,Charlotte,NC,True,attack,Not fleeing,False,Letal,2016
15,M,Black,St. Louis,MO,False,attack,Other,False,Letal,2016
38,M,White,Brooksville,AL,False,attack,Car,False,Letal,2016
41,M,White,Homestead,FL,False,attack,Not fleeing,False,Letal,2016
52,M,White,Perryville,AR,False,other,Not fleeing,False,No Letal,2016
48,M,Hispanic,Everett,MA,False,other,Not fleeing,False,No Letal,2016
29,M,White,Austin,TX,True,attack,Not fleeing,False,No Letal,2016
51,M,White,Berne,NY,True,attack,Not fleeing,False,No Letal,2016
21,M,Black,Fort Pierce,FL,False,attack,Car,False,No Letal,2016
24,M,White,Chandler,AZ,True,attack,Not fleeing,False,Letal,2016
18,M,White,Antigo,WI,False,attack,Not fleeing,False,Letal,2016
30,M,White,Norfolk,VA,True,attack,Not fleeing,False,Letal,2016
33,M,Black,Fayetteville,AR,False,other,Car,True,No Letal,2016
60,F,White,East Flat Rock,NC,True,attack,Not fleeing,False,Letal,2016
28,M,White,Lakewood,CO,False,attack,Foot,False,Letal,2016
26,M,Black,Chesapeake,VA,True,attack,Not fleeing,True,Letal,2016
24,F,White,Albuquerque,NM,True,attack,Car,False,Letal,2016
44,M,White,Kingsbury,TX,False,other,Other,False,Letal,2016
34,M,Asian,Atlanta,GA,False,other,Not fleeing,False,No Letal,2016
21,M,White,Westminster,CO,False,attack,Not fleeing,False,Letal,2016
36,M,White,Milcreek,UT,False,attack,Not fleeing,False,Letal,2016
37,M,Black,Miami,FL,False,attack,Not fleeing,False,No Letal,2016
53,M,White,Boise,ID,True,attack,Not fleeing,True,Letal,2016
24,M,Black,Houston,TX,False,other,Car,False,No Letal,2016
45,M,White,Spokane,WA,True,other,Not fleeing,True,No Letal,2016
48,M,White,Jackson,MO,False,attack,Car,False,No Letal,2016
42,M,White,Wausau,WI,False,other,Not fleeing,False,No Letal,2016
33,M,White,Spanish Fork,UT,False,other,Foot,False,No Letal,2016
55,M,White,Florence,AZ,False,attack,Car,False,No Letal,2016
28,M,Asian,Los Angeles,CA,False,other,Not fleeing,True,No Letal,2016
25,M,Black,Orlando,FL,False,attack,Not fleeing,False,No Letal,2016
28,M,White,Alamo,TN,True,other,Not fleeing,False,Letal,2016
52,M,Black,Greenville,SC,False,attack,Not fleeing,False,Letal,2016
59,M,White,Visalia,CA,False,other,Not fleeing,False,No Letal,2016
52,M,White,Philadelphia,PA,False,other,Not fleeing,False,No Letal,2016
39,M,White,Burien,WA,False,attack,Car,False,Letal,2016
40,M,White,Buffalo,MO,False,attack,Not fleeing,False,No Letal,2016
36,M,White,Gretna,LA,False,attack,Car,False,No Letal,2016
38,M,Black,Milwaukee,WI,False,attack,Foot,True,Letal,2016
26,F,Black,Orlando,FL,False,attack,Not fleeing,False,Letal,2016
37,M,Black,Weirton,WV,True,other,Not fleeing,False,Letal,2016
29,M,White,Lake Stevens,WA,True,other,Not fleeing,False,Letal,2016
37,M,Black,St. Petersburg,FL,False,attack,Other,False,Letal,2016
29,M,Other,Presque Isle,ME,False,other,Not fleeing,False,No Letal,2016
21,M,Black,Long Beach,CA,False,other,Not fleeing,False,No Letal,2016
33,M,Black,St. Paul,MN,False,attack,Not fleeing,False,Letal,2016
23,M,White,St. Martin,MS,False,attack,Not fleeing,False,Unarmed,2016
26,M,White,Chicago,IL,False,other,Foot,False,Letal,2016
29,M,White,Nacogdoches,TX,True,attack,Other,False,Letal,2016
33,M,Black,El Paso,TX,False,other,Not fleeing,False,No Letal,2016
28,M,Black,Taunton,MA,True,attack,Not fleeing,False,No Letal,2016
35,M,White,Aurora,CO,False,attack,Car,False,Letal,2016
33,M,Asian,San Diego,CA,False,other,Car,True,No Letal,2016
24,M,Black,Greeley,CO,False,attack,Car,False,Letal,2016
37,M,White,Byng,OK,True,attack,Car,False,Letal,2016
28,M,Hispanic,Boyle Heights,CA,False,attack,Not fleeing,True,Letal,2016
19,M,White,Jacksonsville,FL,True,other,Not fleeing,False,No Letal,2016
43,M,Native,Phoenix,AZ,False,attack,Not fleeing,True,Letal,2016
59,M,White,Osteen,FL,False,attack,Not fleeing,False,Letal,2016
34,M,White,Stockbridge,GA,True,other,Not fleeing,False,Letal,2016
35,M,White,Shawnee National Forest,IL,False,attack,Foot,False,Letal,2016
23,M,Black,Riverdale,GA,False,attack,Foot,False,Letal,2016
36,M,White,Siskiyou County,CA,True,other,Not fleeing,False,No Letal,2016
46,M,White,New York,NY,True,other,Not fleeing,False,No Letal,2016
44,M,White,Sullivan,MO,False,attack,Other,False,Letal,2016
20,M,Hispanic,Phoenix,AZ,False,attack,Not fleeing,False,Letal,2016
30,M,Hispanic,Las Vegas,NV,False,attack,Not fleeing,False,Unarmed,2016
29,F,Black,San Francisco,CA,False,other,Car,False,Unarmed,2016
35,M,Hispanic,Citrus Heights,CA,False,other,Not fleeing,True,No Letal,2016
36,M,White,Fisty,KY,False,attack,Not fleeing,False,Letal,2016
22,M,Black,Miami,FL,False,other,Not fleeing,False,Letal,2016
31,M,Black,Omaha,NE,False,other,Foot,True,No Letal,2016
63,M,White,Chesterfield County,SC,False,attack,Not fleeing,False,Letal,2016
38,M,White,Oregon City,OR,True,attack,Not fleeing,False,Unarmed,2016
31,M,Native,Flagstaff,AZ,True,attack,Not fleeing,True,Letal,2016
27,M,Black,Hallandale Beach,FL,False,other,Car,True,Unarmed,2016
35,M,Hispanic,Oxford,MA,False,attack,Not fleeing,False,Letal,2016
22,M,Black,Jacksonville,FL,False,other,Car,False,Unarmed,2016
28,M,White,Boulder,CO,True,attack,Not fleeing,False,Letal,2016
26,M,Native,Flagstaff,AZ,False,attack,Foot,True,Letal,2016
22,M,White,Gresham,OR,False,other,Not fleeing,False,No Letal,2016
31,M,Hispanic,Albuquerque,NM,False,attack,Not fleeing,False,Letal,2016
43,M,White,Oklahoma City,OK,True,other,Not fleeing,False,No Letal,2016
24,M,Black,Miami Gardens,FL,False,other,Car,False,No Letal,2016
29,M,White,St. Paul,MN,False,attack,Not fleeing,False,Letal,2016
43,M,White,Lansing,IL,False,attack,Foot,False,Letal,2016
21,M,Black,Washington Park,IL,False,undetermined,Foot,False,No Letal,2016
19,M,Hispanic,Solvang,CA,False,attack,Car,False,Letal,2016
25,M,Hispanic,Socorro,NM,False,attack,Car,False,Letal,2016
59,M,White,Indianapolis,IN,False,attack,Not fleeing,False,Letal,2016
50,M,Black,Eastaboga,AL,False,attack,Not fleeing,False,Letal,2016
58,M,White,Albuquerque,NM,False,attack,Not fleeing,True,Letal,2016
25,M,Hispanic,Houston,TX,True,attack,Not fleeing,False,Letal,2016
32,M,White,Deland,FL,False,other,Not fleeing,False,No Letal,2016
53,M,White,Clinton,NC,False,attack,Not fleeing,True,Letal,2016
38,M,White,Stoneville,NC,False,other,Car,False,Unarmed,2016
70,M,White,Tualatin,OR,False,attack,Not fleeing,False,Letal,2016
33,M,Black,Tucson,AZ,False,attack,Not fleeing,False,Letal,2016
36,M,White,Bend,OR,False,other,Not fleeing,False,No Letal,2016
21,M,Black,Newnan,GA,False,attack,Foot,True,Letal,2016
51,M,White,Berea,KY,False,attack,Foot,False,Letal,2016
43,M,Black,Norfolk,VA,True,other,Not fleeing,True,No Letal,2016
18,M,Black,Charlotte,NC,False,other,Not fleeing,True,Letal,2016
33,M,White,Wasilla,AK,False,other,Not fleeing,False,No Letal,2016
34,M,Native,Parker,AZ,False,other,Not fleeing,False,No Letal,2016
31,M,White,Yreka,CA,False,attack,Not fleeing,False,No Letal,2016
35,M,Black,Eufaula,AL,False,attack,Other,True,Letal,2016
31,M,White,Muncie,IN,True,other,Not fleeing,True,No Letal,2016
31,M,White,Cape Coral,FL,False,other,Car,False,Letal,2016
23,M,Black,Columbus,OH,False,attack,Not fleeing,False,Letal,2016
25,M,Other,Hilo,HI,False,other,Not fleeing,False,No Letal,2016
25,M,White,Wagoner,OK,False,other,Car,True,Unarmed,2016
21,M,Hispanic,Turlock,CA,False,other,Not fleeing,False,Letal,2016
49,M,Black,Norman,VA,False,other,Not fleeing,False,Letal,2016
63,M,White,Stockbridge,GA,False,attack,Not fleeing,False,Letal,2016
43,M,Hispanic,Kansas City,MO,False,attack,Not fleeing,False,Letal,2016
34,M,White,Birmingham,AL,False,attack,Car,False,Letal,2016
38,M,White,York,PA,False,attack,Other,False,Letal,2016
52,M,Black,Port Arthur,TX,False,other,Foot,False,Letal,2016
68,M,White,Ishpeming Township,MI,True,attack,Not fleeing,True,Letal,2016
29,M,White,Iredell County,NC,False,other,Not fleeing,False,No Letal,2016
32,M,Hispanic,Pueblo,CO,False,attack,Foot,False,Letal,2016
50,M,Hispanic,Yakima,WA,False,attack,Not fleeing,True,Letal,2016
31,M,Black,Los Angeles,CA,False,attack,Not fleeing,False,Letal,2016
27,M,Black,Tupelo,MS,False,attack,Car,False,Letal,2016
31,M,Hispanic,Maywood,CA,False,other,Not fleeing,False,No Letal,2016
29,M,Other,Orlando,FL,True,attack,Not fleeing,True,Letal,2016
23,M,White,Eagle Mountain,UT,True,other,Not fleeing,False,No Letal,2016
61,M,Black,Hiseville,KY,False,attack,Car,False,Letal,2016
33,M,White,Schenectady,NY,False,attack,Not fleeing,False,Letal,2016
18,M,Black,Mobile,AL,False,other,Not fleeing,False,Letal,2016
80,M,Hispanic,Tiverton,RI,False,attack,Car,False,Letal,2016
43,M,White,Vancouver,WA,False,undetermined,Car,False,No Letal,2016
50,M,Hispanic,Boise,ID,False,other,Car,True,No Letal,2016
47,M,White,Odessa,MO,False,attack,Not fleeing,False,Letal,2016
54,M,Other,Amarillo,TX,False,attack,Not fleeing,False,Letal,2016
22,M,Hispanic,Chula Vista,CA,False,attack,Not fleeing,False,No Letal,2016
43,M,White,Tulsa,OK,False,attack,Car,False,No Letal,2016
38,M,White,Pembine,WI,True,attack,Car,False,Letal,2016
36,M,White,Butte,MT,False,attack,Not fleeing,True,Letal,2016
30,M,Hispanic,Westminster,CO,False,attack,Car,False,No Letal,2016
59,M,White,Montpelier,OH,True,other,Not fleeing,False,Letal,2016
21,M,Hispanic,Albuquerque,NM,False,attack,Car,False,Letal,2016
34,M,White,Huntsville,AL,False,attack,Not fleeing,True,No Letal,2016
17,M,White,Carmichael,CA,False,other,Car,False,No Letal,2016
37,M,Black,Tupelo,MS,False,attack,Foot,False,Unarmed,2016
25,M,Black,New York,NY,False,attack,Not fleeing,False,Letal,2016
23,M,Black,Hardeeville,SC,False,attack,Not fleeing,False,Letal,2016
20,M,White,Lake Havasu City,AZ,False,other,Not fleeing,True,No Letal,2016
19,M,White,Peterborough,NH,True,attack,Car,False,No Letal,2016
50,M,White,Casper,WY,True,attack,Not fleeing,False,Letal,2016
24,M,Hispanic,Lawndale,NC,True,attack,Not fleeing,False,No Letal,2016
25,M,White,Colorado Springs,CO,False,attack,Not fleeing,False,Letal,2016
20,M,Black,Birmingham,AL,False,attack,Car,False,No Letal,2016
37,M,White,Wellington,FL,False,other,Not fleeing,False,No Letal,2016
44,M,Black,Walls,MS,False,attack,Foot,False,Letal,2016
22,M,Black,Atlanta,GA,False,undetermined,Other,False,Unarmed,2016
31,M,White,Bellville,TX,False,attack,Not fleeing,True,Letal,2016
25,M,Black,Wauwatosa,WI,False,other,Not fleeing,True,Letal,2016
37,M,Black,Belleville,IL,False,attack,Foot,False,Letal,2016
36,M,Black,Paterson,NJ,False,attack,Not fleeing,False,Letal,2016
50,M,White,Farmington,AR,False,attack,Not fleeing,False,Letal,2016
42,F,White,Fulshear,TX,True,attack,Not fleeing,False,Letal,2016
42,M,Hispanic,Oklahoma City,OK,True,other,Other,False,Letal,2016
26,M,Hispanic,Riverview,FL,False,attack,Not fleeing,False,Letal,2016
19,M,White,Fresno,CA,True,other,Car,True,Unarmed,2016
59,M,White,Pinellas Park,FL,False,attack,Not fleeing,False,Letal,2016
36,M,Hispanic,Gainesville,GA,False,attack,Other,False,Unarmed,2016
51,M,White,Columbia Township,MI,True,attack,Not fleeing,False,No Letal,2016
27,M,Hispanic,Thomaston,CT,False,other,Not fleeing,False,No Letal,2016
22,M,Black,Lincoln,NE,False,attack,Foot,False,Letal,2016
30,M,Black,Dolton,IL,False,attack,Not fleeing,False,Letal,2016
28,M,White,Boone,IA,True,attack,Not fleeing,False,No Letal,2016
63,M,Black,Washington,DC,True,attack,Not fleeing,True,No Letal,2016
32,M,White,Cochran,GA,False,attack,Not fleeing,False,Letal,2016
26,M,White,Laguna Pueblo,NM,False,attack,Not fleeing,False,Letal,2016
25,M,White,Frederica,DE,False,other,Car,False,No Letal,2016
27,M,Asian,Long Beach,CA,False,other,Foot,False,No Letal,2016
61,M,Asian,Honolulu,HI,False,attack,Not fleeing,False,No Letal,2016
30,M,White,Barbourville,KY,False,attack,Not fleeing,False,No Letal,2016
37,M,Black,Ouachita Parish,LA,False,attack,Not fleeing,False,Letal,2016
37,M,Black,Fort Madison,IA,False,attack,Foot,False,Letal,2016
41,M,White,Madison,WI,True,other,Not fleeing,False,No Letal,2016
25,M,Black,Columbus,OH,False,undetermined,Other,False,Letal,2016
24,M,White,Park County,CO,False,attack,Not fleeing,False,Letal,2016
44,M,Hispanic,Douglas,WY,False,undetermined,Not fleeing,False,No Letal,2016
63,M,White,Landrum,SC,False,attack,Not fleeing,True,Letal,2016
58,M,White,Jackson,WI,False,other,Not fleeing,False,No Letal,2016
30,M,White,Cartersville,GA,False,attack,Not fleeing,False,Letal,2016
35,M,Black,Asheville,NC,False,other,Car,False,Letal,2016
50,M,White,Bristol,TN,False,attack,Not fleeing,False,Letal,2016
40,M,White,New Iberia,LA,True,other,Not fleeing,False,No Letal,2016
37,M,Hispanic,Reno,NV,False,other,Car,False,No Letal,2016
19,M,Hispanic,Fullerton,CA,False,other,Car,False,No Letal,2016
34,M,White,North Charleston,SC,False,attack,Not fleeing,True,Letal,2016
18,M,Hispanic,San Jose,CA,True,other,Not fleeing,False,Letal,2016
21,M,Black,Washington,DC,False,attack,Not fleeing,False,Letal,2016
29,M,White,Salem,OR,False,undetermined,Other,False,No Letal,2016
49,M,White,Temecula,CA,False,other,Car,False,No Letal,2016
24,F,Hispanic,Yuma,AZ,False,other,Not fleeing,False,No Letal,2016
37,M,Black,Baton Rouge,LA,False,undetermined,Not fleeing,True,No Letal,2016
32,M,Black,Falcon Heights,MN,False,other,Not fleeing,True,Letal,2016
65,M,White,Rush Springs,OK,False,other,Not fleeing,True,Letal,2016
37,M,Hispanic,Bell,CA,False,other,Not fleeing,False,No Letal,2016
33,M,White,Clovis,CA,False,other,Car,False,No Letal,2016
63,M,Black,Selma,AL,False,attack,Not fleeing,True,Letal,2016
30,M,White,Tucson,AZ,True,other,Not fleeing,False,No Letal,2016
40,M,Black,Broken Bow,OK,False,attack,Car,False,Letal,2016
38,M,Black,Houston,TX,False,other,Not fleeing,True,Letal,2016
50,M,Black,Sacramento,CA,True,other,Not fleeing,True,No Letal,2016
41,M,Black,East St. Louis,IL,False,attack,Not fleeing,False,Letal,2016
41,M,Hispanic,Romulus,MI,False,attack,Not fleeing,False,Letal,2016
39,M,Black,New York,NY,False,attack,Foot,False,Letal,2016
44,M,White,St. Joseph,MI,False,attack,Not fleeing,False,Letal,2016
23,M,White,Anchorage,AK,True,attack,Not fleeing,False,No Letal,2016
32,M,White,Flagstaff,AZ,False,undetermined,Foot,True,Letal,2016
56,M,White,Middletown,NY,True,other,Not fleeing,False,No Letal,2016
33,M,Black,Baltimore,MD,False,attack,Not fleeing,False,Letal,2016
63,M,White,Peachland,NC,True,attack,Not fleeing,False,Letal,2016
31,M,White,Lake Asbury,FL,True,attack,Not fleeing,False,Letal,2016
57,M,White,Little Egg Harbor Township,NJ,False,other,Foot,False,Letal,2016
