age,gender,race,city,state,signs_of_mental_illness,threat_level,flee,body_camera,arms_category,Year
47,M,Black,Buffalo,NY,True,attack,Foot,False,No Letal,2018
22,M,White,Pope County,AR,False,other,Car,False,No Letal,2018
27,F,Black,Calhoun,GA,False,attack,Not fleeing,False,Letal,2018
29,M,Black,St. Louis,MO,False,attack,Car,False,Letal,2018
43,M,White,Jacksonville,FL,False,attack,Not fleeing,False,Letal,2018
18,M,White,Jacksonville,FL,False,attack,Not fleeing,False,No Letal,2018
19,M,Hispanic,Albuquerque,NM,True,attack,Foot,False,Letal,2018
37,M,White,Bushnell,FL,False,attack,Car,False,Letal,2018
42,M,Black,Memphis,TN,True,attack,Not fleeing,False,Letal,2018
35,M,Hispanic,Hanford,CA,False,attack,Not fleeing,False,No Letal,2018
50,M,White,Mesa,AZ,True,attack,Not fleeing,False,Letal,2018
60,M,White,Apple Creek,OH,True,other,Other,True,Letal,2018
35,M,White,Oklahoma City,OK,True,other,Not fleeing,False,No Letal,2018
47,F,Black,Darlington County,SC,True,other,Not fleeing,False,No Letal,2018
37,M,White,Natomas,CA,False,other,Not fleeing,False,Letal,2018
31,F,Black,Hopewell,VA,False,attack,Foot,False,Letal,2018
24,M,White,Terre Haute,IN,False,attack,Car,False,Letal,2018
27,M,Black,Franklin Township,PA,False,attack,Car,False,Unarmed,2018
27,M,White,Union City,PA,False,attack,Other,False,Letal,2018
23,M,White,Toledo,OH,False,attack,Not fleeing,False,No Letal,2018
57,M,Hispanic,Azusa,CA,False,attack,Not fleeing,False,Letal,2018
56,M,White,Springfield,FL,False,other,Not fleeing,False,No Letal,2018
36,M,Hispanic,Albuquerque,NM,True,attack,Not fleeing,False,Letal,2018
37,M,Other,Wailuku,HI,False,attack,Car,True,Letal,2018
37,M,Hispanic,Albuquerque,NM,False,attack,Not fleeing,False,Letal,2018
24,F,Hispanic,San Jose,CA,False,attack,Car,False,Letal,2018
34,M,Hispanic,Buckeye,AZ,False,attack,Not fleeing,False,Letal,2018
17,M,Black,Lakeland,FL,False,attack,Car,False,Letal,2018
21,M,White,Rector,AR,False,attack,Not fleeing,False,Letal,2018
35,M,Black,Clearwater,FL,True,attack,Not fleeing,False,Letal,2018
34,M,White,Tullahoma,TN,False,attack,Not fleeing,False,Letal,2018
56,M,White,Crawfordsville,IN,False,other,Not fleeing,False,Letal,2018
35,M,Black,Port Arthur,TX,False,other,Not fleeing,False,No Letal,2018
46,M,White,Phoenix,AZ,False,other,Not fleeing,False,Letal,2018
42,M,White,St. Joseph,MO,False,attack,Not fleeing,False,Letal,2018
49,M,White,Llano,TX,False,other,Not fleeing,False,No Letal,2018
44,M,Black,Rockford,IL,True,attack,Not fleeing,False,No Letal,2018
45,M,White,Danbury,CT,False,other,Not fleeing,False,No Letal,2018
36,M,Asian,Seattle,WA,False,attack,Foot,True,Letal,2018
45,M,White,Fort Dodge,IA,False,attack,Car,False,Letal,2018
34,M,Hispanic,Longmont,CO,True,other,Foot,False,No Letal,2018
26,M,White,Davidson County,NC,False,attack,Foot,False,Letal,2019
28,M,Black,Shallotte,NC,False,other,Car,False,Letal,2019
35,M,Black,Niles,OH,False,attack,Foot,False,Letal,2019
20,M,Black,Whitehaven,TN,False,other,Not fleeing,True,No Letal,2019
33,M,White,San Antonio,TX,False,attack,Other,False,No Letal,2019
39,M,Hispanic,San Antonio,TX,False,attack,Other,False,Letal,2019
63,M,White,Greenport,NY,True,attack,Not fleeing,False,Letal,2019
27,M,White,Albert Lea,MN,True,attack,Other,False,No Letal,2019
33,M,Hispanic,Visalia,CA,True,attack,Not fleeing,False,Letal,2019
27,M,Black,Millbrook,AL,False,other,Car,False,Letal,2019
31,M,White,Bozeman,MT,False,other,Not fleeing,False,Letal,2019
33,M,Black,Treme,LA,True,attack,Not fleeing,True,Letal,2019
39,M,White,Amarillo,TX,False,attack,Car,False,Letal,2019
27,M,White,San Marcos,TX,False,other,Car,False,No Letal,2019
32,M,Black,Houston,TX,True,attack,Not fleeing,False,Letal,2019
29,M,Hispanic,Fresno,CA,False,other,Not fleeing,False,No Letal,2019
28,M,Hispanic,Lemon Grove,CA,False,other,Not fleeing,False,Letal,2019
50,M,White,Milwaukie,OR,False,attack,Not fleeing,False,Letal,2019
55,M,White,Santa Clara,CA,False,attack,Not fleeing,False,Letal,2019
42,M,Black,Hurricane,WV,False,attack,Car,False,Letal,2019
36,M,Black,Portland,OR,True,other,Not fleeing,False,No Letal,2019
38,M,Asian,Houston,TX,False,other,Not fleeing,False,Letal,2019
38,M,Hispanic,Kent,WA,False,attack,Car,False,Letal,2019
35,M,White,Spokane,WA,False,attack,Not fleeing,True,No Letal,2019
42,M,White,Tulsa,OK,False,attack,Not fleeing,False,No Letal,2019
70,M,Black,Eclectic,AL,False,other,Not fleeing,False,Letal,2019
29,M,White,Wichita,KS,False,attack,Car,False,No Letal,2019
26,M,Black,Lake Charles,LA,False,other,Other,False,Letal,2019
20,M,Black,Arlington,TX,False,attack,Foot,False,Letal,2019
30,M,Hispanic,Eugene,OR,False,attack,Not fleeing,True,Letal,2019
19,M,Black,Phoenix,AZ,False,other,Not fleeing,False,Letal,2019
48,M,White,Colorado Springs,CO,False,other,Not fleeing,False,No Letal,2019
58,M,White,Dearborn County,IN,True,attack,Not fleeing,False,No Letal,2019
38,M,Hispanic,Calabasas,CA,False,other,Car,False,Unarmed,2019
28,M,Hispanic,Cathedral City,CA,False,attack,Not fleeing,False,Letal,2019
34,M,White,White Lake,SD,False,other,Not fleeing,False,Letal,2019
45,M,Black,Linda,CA,False,attack,Not fleeing,False,Letal,2019
18,M,Hispanic,Pueblo,CO,False,other,Car,False,Unarmed,2019
25,M,Hispanic,El Paso,TX,False,other,Foot,False,Letal,2019
38,M,Black,Vacaville,CA,False,attack,Foot,False,No Letal,2019
33,M,White,Odessa,TX,False,attack,Not fleeing,False,Letal,2019
39,M,Black,Logan Township,NJ,False,attack,Not fleeing,False,Letal,2019
58,M,White,Aurora,CO,False,other,Not fleeing,False,Letal,2019
48,M,White,Roseville,CA,False,attack,Car,False,Letal,2019
14,M,Hispanic,Tempe,AZ,False,other,Foot,True,No Letal,2019
18,M,Black,Atlanta,GA,False,other,Car,False,Letal,2019
22,M,Black,St. Louis,MO,False,attack,Foot,False,Letal,2019
46,M,White,Fort Lupton,CO,True,undetermined,Car,True,Unarmed,2019
37,M,Black,West Memphis,AR,False,other,Car,False,Letal,2019
37,F,White,West Memphis,AR,False,other,Car,False,Letal,2019
57,M,White,Sperry,OK,True,other,Foot,True,Letal,2019
32,M,White,Charlotte,NC,False,other,Foot,False,No Letal,2019
31,M,Black,Silver Spring,MD,False,other,Foot,False,Letal,2019
64,M,White,O'Fallon,MO,True,attack,Not fleeing,False,Letal,2019
35,M,White,St. Louis Park,MN,True,undetermined,Not fleeing,False,Unarmed,2019
42,M,White,Clackamas County,OR,False,attack,Not fleeing,False,No Letal,2019
30,M,White,Knoxville,TN,False,other,Car,False,Letal,2019
26,M,White,Billings,MT,False,attack,Foot,False,Letal,2019
37,M,Hispanic,Las Vegas,NV,True,other,Car,False,Unarmed,2019
21,M,Black,Atlanta,GA,False,undetermined,Foot,False,Unarmed,2019
20,M,White,Flagstaff,AZ,False,undetermined,Foot,False,Unarmed,2019
46,M,Black,Spokane,WA,False,other,Other,False,No Letal,2019
37,M,Native,Naschitti,NM,False,undetermined,Other,False,No Letal,2019
20,M,Hispanic,Flagstaff,AZ,False,attack,Foot,False,Letal,2019
46,M,White,South Haven,IN,True,attack,Not fleeing,True,No Letal,2019
24,F,White,St. Louis,MO,False,other,Not fleeing,False,Unarmed,2019
26,M,Hispanic,Ehrenberg,AZ,False,other,Car,False,Unarmed,2019
60,M,White,Dyersburg,TN,False,attack,Not fleeing,False,Letal,2019
25,M,Native,Rosebud,SD,False,attack,Car,False,Letal,2019
29,M,Hispanic,Jackson,MI,False,attack,Foot,False,Letal,2019
58,F,White,Houston,TX,False,attack,Not fleeing,False,Unarmed,2019
59,M,White,Houston,TX,False,attack,Not fleeing,False,Letal,2019
46,M,Black,Newark,NJ,False,other,Car,False,Unarmed,2019
55,M,White,Wichita,KS,False,attack,Not fleeing,False,No Letal,2019
27,M,Black,Mercury,NV,False,other,Car,False,No Letal,2019
30,M,White,Kirkwood,NY,False,attack,Car,False,Letal,2019
45,M,White,Tehama County,CA,False,other,Other,False,No Letal,2019
51,M,Other,Kalihi,HI,False,attack,Car,False,Letal,2019
27,M,Hispanic,Austin,TX,True,attack,Car,True,Letal,2019
47,M,White,Phoenix,AZ,False,attack,Foot,False,Letal,2019
52,M,White,Midland,TX,False,attack,Not fleeing,False,No Letal,2019
45,M,Hispanic,Denver,CO,False,attack,Car,False,Letal,2019
47,M,White,Flagstaff,AZ,True,attack,Not fleeing,True,No Letal,2019
68,M,Black,Buford,GA,False,attack,Not fleeing,False,Letal,2019
40,M,Black,Stockton,CA,False,attack,Not fleeing,False,No Letal,2019
18,M,White,Orange Park,FL,False,other,Not fleeing,False,Letal,2019
35,M,Hispanic,Waukegan,IL,False,attack,Car,True,Letal,2019
80,M,White,Clarksburg,WV,False,attack,Not fleeing,False,Letal,2019
44,M,Black,Farmville,VA,False,attack,Not fleeing,False,Letal,2019
31,M,Black,Shreveport,LA,False,attack,Foot,False,Letal,2019
20,M,White,LaSalle,CO,False,attack,Other,False,Letal,2019
43,M,Black,Walter Hill,TN,True,attack,Not fleeing,False,Letal,2019
25,M,White,Stone County,MS,False,attack,Car,True,Letal,2019
38,M,Black,Joilet,IL,False,attack,Not fleeing,False,No Letal,2019
34,M,Hispanic,Seattle,WA,False,attack,Not fleeing,True,No Letal,2019
58,M,White,Madera,CA,True,attack,Not fleeing,True,No Letal,2019
38,M,White,Snyder,TX,False,undetermined,Not fleeing,False,Unarmed,2019
29,M,White,Banning,CA,False,undetermined,Other,False,No Letal,2019
40,M,White,Memphis,TN,False,attack,Not fleeing,False,Letal,2019
49,M,White,Barberton,OH,False,attack,Not fleeing,False,Letal,2019
25,M,White,Bakersfield,CA,False,other,Not fleeing,False,Unarmed,2019
21,M,Black,Vallejo,CA,False,other,Not fleeing,False,Letal,2019
57,M,White,Virginia Beach,VA,True,attack,Not fleeing,False,No Letal,2019
28,M,Hispanic,Bailey,NC,False,other,Not fleeing,True,Letal,2019
25,M,White,Del City,OK,False,attack,Not fleeing,False,Letal,2019
58,M,White,Waukesha,WI,True,attack,Not fleeing,False,No Letal,2019
34,M,Black,Greenville County,SC,True,attack,Not fleeing,True,Letal,2019
34,M,White,Montgomery,WV,True,other,Not fleeing,False,Unarmed,2019
24,M,Black,Crestwood,KY,False,attack,Car,False,Letal,2019
32,M,Asian,Redding,CA,False,attack,Foot,False,Letal,2019
58,M,Black,Defiance,OH,False,other,Not fleeing,False,No Letal,2019
20,M,Black,Cinco Ranch,TX,False,attack,Car,False,Letal,2019
19,M,Black,Cinco Ranch,TX,False,attack,Car,False,Letal,2019
46,M,White,Fresno,CA,False,attack,Not fleeing,False,Letal,2019
28,M,White,Fairbanks,AK,False,attack,Not fleeing,False,Letal,2019
47,M,White,Apex,NC,False,attack,Not fleeing,False,Letal,2019
47,M,Hispanic,Los Angeles,CA,False,other,Not fleeing,False,No Letal,2019
34,M,White,Aspers,PA,False,attack,Not fleeing,False,No Letal,2019
37,M,White,San Jose,CA,False,attack,Car,False,Letal,2019
45,M,Black,Aurora,IL,False,attack,Not fleeing,False,Letal,2019
17,M,Black,Chicago,IL,False,other,Car,False,Letal,2019
34,M,Asian,Clinton,MS,False,attack,Not fleeing,False,Letal,2019
48,M,Hispanic,Napa Valley,CA,False,attack,Not fleeing,True,Letal,2019
32,M,Black,New Orleans,LA,False,attack,Not fleeing,False,Letal,2019
20,M,Asian,Honolulu,HI,False,attack,Not fleeing,False,Unarmed,2019
31,M,Black,Pelehatchie,MS,True,attack,Not fleeing,False,Letal,2019
16,M,Asian,Vancouver,WA,False,attack,Not fleeing,False,No Letal,2019
24,M,Black,Baltimore,MD,False,other,Not fleeing,False,No Letal,2019
39,M,Black,Norwich,CT,True,attack,Car,False,Letal,2019
26,M,White,Honolulu,HI,False,attack,Car,False,Letal,2019
30,M,Black,Little Rock,AR,False,attack,Car,True,Letal,2019
36,M,Other,Boston,MA,False,attack,Car,False,Letal,2019
28,M,White,Walton,WV,False,attack,Not fleeing,False,Letal,2019
21,M,Black,Miami Gardens,FL,False,attack,Car,False,Letal,2019
36,M,Hispanic,Poteet,TX,False,other,Car,False,No Letal,2019
28,M,White,Carrollton,TX,False,attack,Car,True,Letal,2019
24,M,White,Victorville,CA,True,attack,Not fleeing,False,Letal,2019
29,M,White,Clarksville,TN,False,other,Foot,False,Letal,2019
44,M,White,Blountville,TN,False,attack,Not fleeing,False,Letal,2019
41,M,White,Flint,MI,False,undetermined,Car,False,No Letal,2019
38,M,White,Springfield,MO,True,other,Other,False,No Letal,2019
40,M,White,Denver,CO,False,other,Not fleeing,False,Letal,2019
20,F,White,McIntosh County,GA,False,attack,Car,False,Letal,2019
27,M,White,Miltona,MN,False,other,Not fleeing,True,Letal,2019
51,M,White,Huger,SC,False,attack,Not fleeing,False,Letal,2019
48,M,White,Struthers,OH,False,attack,Not fleeing,False,Letal,2019
40,M,Black,Killeen,TX,False,attack,Not fleeing,False,Letal,2019
29,M,White,Vancouver,WA,True,attack,Not fleeing,False,Letal,2019
34,M,Hispanic,Lone Tree,CO,False,other,Foot,False,Letal,2019
20,F,Hispanic,Salinas,CA,False,other,Other,False,Letal,2019
47,M,Asian,Honolulu,HI,False,other,Foot,False,Unarmed,2019
29,M,Hispanic,Fairfield,TX,False,other,Not fleeing,False,Unarmed,2019
33,M,White,Mount Holly,NC,True,other,Not fleeing,False,No Letal,2019
46,M,White,Fairchild,WI,False,attack,Not fleeing,False,Unarmed,2019
35,F,White,Carter County,KY,False,other,Other,False,No Letal,2019
36,M,Black,Des Moines,IA,False,attack,Foot,False,Letal,2019
63,M,White,Rancho Mirage,CA,True,attack,Other,False,Letal,2019
27,M,Hispanic,San Antonio,TX,False,attack,Not fleeing,False,Letal,2019
17,M,Hispanic,San Antonio,TX,False,attack,Car,False,Letal,2019
22,M,Black,Aurora,CO,False,other,Not fleeing,True,No Letal,2019
21,F,Hispanic,Bakersfield,CA,False,other,Car,False,Unarmed,2019
31,M,White,Greenville,MS,True,undetermined,Other,False,No Letal,2019
56,M,White,Muskogee,OK,False,other,Not fleeing,False,No Letal,2019
32,M,Black,Jacksonville,FL,False,other,Not fleeing,False,Letal,2019
25,M,Black,Morgantown,WV,False,attack,Foot,False,Letal,2019
47,M,White,Jonesboro,AR,False,other,Not fleeing,False,Letal,2019
37,M,Hispanic,Vancouver,WA,False,other,Not fleeing,False,Letal,2019
23,M,White,Anchorage,AK,False,attack,Foot,False,Letal,2019
34,M,White,Athens,GA,True,attack,Other,True,No Letal,2019
51,F,White,Cheatham County,TN,False,attack,Not fleeing,False,No Letal,2019
35,M,White,Phoenix,AZ,False,attack,Not fleeing,False,Letal,2019
46,M,White,Pennfield Township,MI,False,attack,Not fleeing,False,Letal,2019
59,M,White,Quanah,TX,False,undetermined,Not fleeing,False,No Letal,2019
30,M,Black,Monahans,TX,True,attack,Not fleeing,False,Letal,2019
34,M,Native,Redding,CA,False,attack,Foot,False,Letal,2019
44,M,White,Cofield,NC,False,attack,Not fleeing,False,Letal,2019
31,M,Asian,San Bernardino,CA,True,attack,Not fleeing,False,No Letal,2019
51,M,Hispanic,Lakewood,CO,False,attack,Car,False,Letal,2019
34,M,White,Westminster,MD,False,attack,Not fleeing,False,No Letal,2019
45,M,White,Salacoa,GA,False,attack,Not fleeing,False,Letal,2019
32,F,Black,Miami,FL,False,other,Not fleeing,False,Letal,2019
31,M,White,Kalamazoo,MI,False,attack,Not fleeing,False,Letal,2019
41,M,Black,Ashland,CA,False,attack,Car,True,Letal,2019
29,M,Hispanic,Grand Island,NE,False,attack,Not fleeing,False,No Letal,2019
47,F,Black,Greensburg,PA,True,attack,Not fleeing,False,Letal,2019
30,M,Hispanic,Phoenix,AZ,False,other,Other,False,Unarmed,2019
27,M,Native,Sallisaw,OK,False,attack,Not fleeing,False,No Letal,2019
38,M,Hispanic,Jacksonville,FL,True,other,Not fleeing,False,No Letal,2019
33,M,White,Monroe County,MS,True,other,Car,False,Letal,2019
25,M,White,Ontario,OR,True,attack,Car,False,Letal,2019
47,M,White,Las Vegas,NV,False,attack,Not fleeing,True,Letal,2019
49,M,White,Palmdale,CA,False,attack,Not fleeing,False,Letal,2019
33,M,Hispanic,Clermont,FL,False,other,Other,False,Letal,2019
36,M,White,Mansfield,OH,False,other,Not fleeing,False,No Letal,2019
22,M,Black,Bastrop,LA,False,undetermined,Foot,False,Letal,2019
29,M,Hispanic,Kittitas,WA,False,attack,Car,False,Letal,2019
52,M,Hispanic,Tampa,FL,True,other,Not fleeing,False,No Letal,2019
61,M,White,University City,MO,True,attack,Not fleeing,False,Letal,2019
29,M,Black,State College,PA,True,attack,Not fleeing,False,No Letal,2019
37,M,Hispanic,Las Vegas,NV,False,attack,Not fleeing,True,Letal,2019
26,F,White,San Antonio,TX,False,attack,Not fleeing,False,No Letal,2019
19,M,Black,Modesto,CA,False,undetermined,Car,False,Letal,2019
45,M,White,Ernul,NC,True,other,Not fleeing,False,Letal,2019
22,M,Black,Walterboro,SC,False,other,Not fleeing,False,No Letal,2019
57,M,Black,Baltimore,MD,False,other,Not fleeing,True,Unarmed,2019
46,M,White,Port St. Joe,FL,False,other,Car,False,Letal,2019
27,M,Black,Charlotte,NC,True,other,Not fleeing,True,Letal,2019
26,M,Hispanic,Thurmont,MD,True,other,Other,False,Letal,2019
30,M,White,Horry County,SC,True,other,Foot,False,Letal,2019
18,M,Black,St. Louis,MO,False,attack,Not fleeing,False,Letal,2019
25,M,White,Burnet,TX,False,attack,Not fleeing,True,Letal,2019
51,M,White,Manchester,NH,False,attack,Not fleeing,False,Letal,2019
40,M,Hispanic,Cochran County,TX,False,attack,Car,False,Letal,2019
47,M,White,Chickasha,OK,False,other,Not fleeing,False,No Letal,2019
38,M,Black,Terrytown,LA,False,attack,Not fleeing,False,Letal,2019
39,M,Black,Terrytown,LA,False,attack,Car,False,Letal,2019
30,M,Black,Inglewood,CA,False,other,Not fleeing,False,No Letal,2019
42,M,Hispanic,San Antonio,TX,False,other,Car,False,Letal,2019
25,M,Black,Miami,FL,False,attack,Other,False,Letal,2019
22,M,White,Watuaga County,NC,False,attack,Not fleeing,False,Unarmed,2019
30,M,Black,Durham,NC,False,attack,Foot,True,Letal,2019
33,F,White,Springfield,OR,True,other,Car,False,Letal,2019
24,M,Hispanic,Marana,AZ,False,attack,Not fleeing,False,No Letal,2019
31,M,Black,Atlanta,GA,False,other,Foot,False,Letal,2019
25,M,Native,Fairbanks,AK,False,other,Car,False,Letal,2019
28,F,White,LaFollette,TN,False,attack,Not fleeing,False,Letal,2019
19,M,Black,Union City,GA,False,attack,Other,False,Letal,2019
31,M,Black,Anchorage,AK,True,other,Foot,False,Letal,2019
48,M,White,Redding,CA,True,attack,Not fleeing,False,Unarmed,2019
53,M,White,Brownstown,IN,False,other,Not fleeing,False,Letal,2019
50,M,Hispanic,San Diego,CA,False,attack,Not fleeing,True,Letal,2019
55,M,Hispanic,Boynton Beach,FL,False,attack,Not fleeing,False,Letal,2019
37,M,White,Pelion,SC,False,other,Car,False,Letal,2019
37,M,White,Kalamazoo,MI,True,other,Not fleeing,False,Unarmed,2019
30,M,Hispanic,Anaheim,CA,False,other,Not fleeing,False,Letal,2019
36,M,White,New Albany,IN,True,attack,Not fleeing,False,Letal,2019
24,M,Black,Greeneville,TN,False,attack,Not fleeing,False,Letal,2019
35,M,Black,Blytheville,AR,True,attack,Foot,True,Unarmed,2019
42,M,White,Hamilton County,TN,False,attack,Not fleeing,False,No Letal,2019
37,M,Black,Salt Lake City,UT,False,attack,Car,False,Letal,2019
28,M,White,Pueblo,CO,False,attack,Foot,False,Letal,2019
32,M,White,Henry County,IN,False,attack,Not fleeing,False,Letal,2019
33,M,Black,Louisville,KY,False,attack,Not fleeing,False,Letal,2019
27,M,Black,Shreveport,LA,False,attack,Car,False,Letal,2019
21,M,Hispanic,Indio,CA,False,other,Not fleeing,False,Letal,2019
47,M,White,Pinellas Park,FL,False,attack,Not fleeing,False,Letal,2019
57,M,White,Mexico Beach,FL,False,other,Not fleeing,False,Letal,2019
34,M,Black,St. Louis,MO,False,attack,Foot,False,Letal,2019
34,M,Black,Boerne,TX,False,attack,Foot,False,Unarmed,2019
30,M,White,DeLand,FL,True,attack,Car,False,Letal,2019
29,F,Hispanic,Ahwatukee,AZ,False,other,Car,False,Letal,2019
28,M,Black,Clinton,LA,False,attack,Not fleeing,False,Letal,2019
39,M,Hispanic,Buckeye,AZ,True,attack,Not fleeing,True,No Letal,2019
54,M,Asian,Richmond,CA,False,attack,Not fleeing,False,No Letal,2019
27,M,White,Dalhart,TX,False,other,Foot,False,Letal,2019
32,M,Black,New York,NY,False,other,Not fleeing,True,No Letal,2019
32,M,Native,Rushville,NE,False,other,Foot,False,No Letal,2019
47,M,White,Los Angeles,CA,False,undetermined,Foot,False,Letal,2019
33,M,White,Portland,OR,False,attack,Not fleeing,False,Letal,2019
42,M,Native,Red Bluff,CA,True,other,Foot,False,No Letal,2019
37,M,White,Pigeon Forge,TN,True,other,Not fleeing,False,No Letal,2019
24,M,White,Fountain Inn,SC,False,attack,Car,False,Letal,2019
42,M,White,Montesano,WA,True,other,Not fleeing,False,No Letal,2019
34,M,Black,Flint,MI,False,attack,Not fleeing,False,Letal,2019
46,M,White,Pentress,WV,True,attack,Foot,True,No Letal,2019
40,M,Native,Coon Rapids,MN,False,attack,Foot,True,Letal,2019
30,M,White,Fremont,CA,False,attack,Not fleeing,True,Letal,2019
42,M,Hispanic,New York,NY,False,attack,Foot,False,Letal,2019
30,M,White,Raleigh,NC,False,attack,Not fleeing,False,No Letal,2019
63,M,White,Athens,GA,True,attack,Not fleeing,True,Letal,2019
18,M,Hispanic,Wethersfield,CT,False,attack,Foot,False,Letal,2019
29,M,Hispanic,Colorado Springs,CO,False,attack,Not fleeing,True,Letal,2019
42,M,White,Little Rock,AR,False,attack,Foot,False,Letal,2019
32,M,Hispanic,Los Angeles,CA,False,attack,Other,True,Letal,2019
50,M,White,Shelby,MT,False,attack,Not fleeing,False,Letal,2019
29,M,White,Owingsville,KY,False,attack,Car,False,No Letal,2019
29,M,White,Colorado Springs,CO,False,attack,Not fleeing,False,No Letal,2019
51,M,White,Apex,NC,False,attack,Other,False,Letal,2019
23,M,Black,Denver,CO,True,attack,Not fleeing,False,No Letal,2019
47,M,Hispanic,Sparks,NV,True,other,Not fleeing,False,Letal,2019
45,M,Hispanic,Austin,TX,True,other,Not fleeing,True,Letal,2019
42,M,White,Portland,OR,False,attack,Not fleeing,False,No Letal,2019
26,M,Hispanic,Phoenix,AZ,False,attack,Foot,False,No Letal,2019
29,M,White,Hancock County,MS,False,attack,Foot,False,Letal,2019
49,F,Asian,Welch,WV,False,other,Not fleeing,False,No Letal,2019
17,M,Black,Edmond,OK,False,attack,Foot,False,Unarmed,2019
37,M,Hispanic,Los Angeles,CA,False,attack,Foot,False,Letal,2019
45,F,White,Welcome,NC,False,other,Not fleeing,False,No Letal,2019
51,M,Hispanic,Miami,FL,False,other,Not fleeing,False,No Letal,2019
37,M,Hispanic,Meadowlake,NM,False,attack,Not fleeing,False,Letal,2019
28,M,White,Hiltons,VA,False,attack,Foot,False,Letal,2019
52,M,White,Glenwood,GA,False,attack,Other,False,Unarmed,2019
37,M,Hispanic,Cedar Hill,TX,False,other,Car,False,Letal,2019
37,M,White,Hermantown,MN,False,attack,Foot,False,Letal,2019
25,M,White,Spokane,WA,True,other,Foot,False,Unarmed,2019
35,M,Asian,Stockton,CA,False,attack,Not fleeing,False,No Letal,2019
35,M,White,Phoenix,AZ,False,attack,Not fleeing,False,No Letal,2019
61,M,Hispanic,Angel Fire,NM,False,other,Not fleeing,False,No Letal,2019
33,M,Hispanic,Mesa,AZ,False,other,Not fleeing,False,Letal,2019
34,M,Hispanic,Milwaukee,WI,False,other,Not fleeing,False,Letal,2019
59,M,White,Lumberton,MS,False,other,Not fleeing,False,Letal,2019
32,M,Hispanic,Goleta,CA,False,attack,Not fleeing,False,Letal,2019
49,M,Hispanic,Montebello,CA,False,attack,Not fleeing,False,Letal,2019
31,M,Black,Seattle,WA,True,attack,Not fleeing,True,No Letal,2019
29,M,Hispanic,Phoenix,AZ,False,attack,Not fleeing,False,Letal,2019
25,M,Black,Tulsa,OK,True,attack,Foot,True,Letal,2019
26,M,Black,Chicago,IL,False,attack,Foot,False,Letal,2019
37,M,Black,Savannah,GA,False,attack,Foot,False,Letal,2019
39,M,White,Tunbridge,VT,False,attack,Not fleeing,False,Letal,2019
26,M,Hispanic,South Sioux City,NE,False,attack,Not fleeing,False,Letal,2019
36,M,Black,Gardena,CA,False,attack,Not fleeing,True,No Letal,2019
45,F,Black,Baytown,TX,False,attack,Not fleeing,False,No Letal,2019
45,M,White,Rising Sun,MD,True,attack,Not fleeing,False,Letal,2019
54,M,White,Las Vegas,NV,True,other,Not fleeing,False,Letal,2019
43,M,Hispanic,Tamarac,FL,False,attack,Other,False,No Letal,2019
37,M,Black,Appleton,WI,True,attack,Not fleeing,True,Letal,2019
30,M,Black,Louisville,KY,False,attack,Car,False,Letal,2019
37,M,Hispanic,Palm Beach Gardens,FL,False,attack,Not fleeing,False,Letal,2019
58,F,White,New Boston,TX,True,attack,Not fleeing,False,Letal,2019
39,M,Hispanic,Davie,FL,False,other,Not fleeing,False,No Letal,2019
40,M,Black,New Orleans,LA,False,attack,Other,True,Letal,2019
36,M,Black,Pasadena,CA,False,attack,Not fleeing,True,Letal,2019
27,M,Native,Tonalea,AZ,False,undetermined,Other,False,No Letal,2019
20,M,Hispanic,Garden Grove,CA,True,attack,Not fleeing,False,No Letal,2019
17,M,Hispanic,Phoenix,AZ,False,attack,Foot,False,Letal,2019
59,M,Hispanic,Huron,CA,False,attack,Not fleeing,False,No Letal,2019
47,F,White,Carlsbad,NM,False,attack,Not fleeing,False,Letal,2019
45,M,Other,Miami Gardens,FL,False,attack,Not fleeing,False,Letal,2019
34,F,White,Blackwell,OK,False,attack,Car,False,Letal,2019
46,M,Hispanic,Archdale,NC,False,attack,Not fleeing,False,No Letal,2019
26,M,Black,Auburn,WA,False,attack,Not fleeing,False,No Letal,2019
21,M,Hispanic,Los Angeles,CA,False,other,Other,False,No Letal,2019
29,M,White,Auburn,ME,False,attack,Not fleeing,False,Letal,2019
33,M,White,Ashland,WI,False,other,Car,False,Letal,2019
47,M,White,Inman,SC,False,attack,Not fleeing,False,Letal,2019
22,M,Black,Chicago,IL,True,attack,Not fleeing,False,Letal,2019
41,M,White,Montgomery,NY,False,other,Not fleeing,False,Unarmed,2019
28,M,White,Pearl River County,MS,True,attack,Car,False,Letal,2019
56,M,White,Wichita,KS,True,attack,Not fleeing,False,Letal,2019
41,M,White,Indian River County,FL,False,attack,Car,False,Letal,2019
35,M,Hispanic,Houston,TX,False,other,Not fleeing,False,Letal,2019
59,M,Other,Fort Lauderdale,FL,False,other,Other,False,No Letal,2019
30,M,Black,Kansas City,MO,False,attack,Foot,False,Letal,2019
49,M,White,Wichita,KS,True,attack,Foot,False,Letal,2019
41,M,Black,Joliet,IL,False,attack,Not fleeing,False,Letal,2019
21,M,Black,Chicago,IL,False,other,Not fleeing,False,Letal,2019
62,M,White,Wilmington,NC,True,attack,Not fleeing,False,Letal,2019
32,F,Black,Huntsville,AL,True,attack,Not fleeing,False,Letal,2019
22,M,Hispanic,Amarillo,TX,False,attack,Foot,False,Letal,2019
58,M,White,Havre de Grace,MD,True,other,Not fleeing,False,Letal,2019
